strategy,annual_return,annual_vol,sharpe,max_drawdown,avg_monthly_turnover,final_nav,avg_signal
CMM_top200,0.18103778394343006,0.2413344438894635,0.8115075978807961,-0.29352608647672745,0.6980274920130711,2827466193.400399,0.9854345087106043
SM_top200,0.0799165876814536,0.26825567040990383,0.4217481676774698,-0.4799357291606274,0.5546616309716527,1615411434.2705443,1.2411941248762952
Universe_EW,0.12091022699521936,0.23347202101873396,0.6063056644651347,-0.35093560076643804,0.22621141628538943,2039264387.3227782,-6.910035151541668e-18
