signal,mean_IC,ICIR,positive_ratio
CMM,0.026945290333035856,0.24183306798408008,0.6538461538461539
SM,-0.0036071959810059337,-0.02344646330819187,0.5
CMM_rank,0.050927009053339814,0.3876773025456688,0.6538461538461539
SM_rank,-0.025270672465834716,-0.15373866446839118,0.5
