signal,mean_IC,ICIR,positive_ratio
CMM,0.1869774473317286,0.793167900862951,0.717948717948718
SM,-0.010532323036364243,-0.06261512623099706,0.5
CMM_rank,0.13679016448701103,0.7009406370503859,0.7435897435897436
SM_rank,-0.03192865160270916,-0.19667092489633234,0.5256410256410257
