strategy,annual_return,annual_vol,sharpe,max_drawdown,avg_monthly_turnover,final_nav,avg_signal
CMM_top200,0.12618697871981532,0.22728779431657165,0.6372531105783518,-0.30456224305972185,0.38706512041721014,2100068024.159861,0.2401145080697272
SM_top200,0.10143863779706308,0.23585488798734847,0.5282436542744748,-0.3309829864468619,0.3207914726665727,1827600857.1678257,0.23995183527124417
Universe_CMM,0.09761734422495083,0.23176854040540276,0.5183491920649186,-0.33414387526659717,0.22469531541347088,1788306478.0970147,-2.8108268625461865e-18
Universe_SM,0.09742250840768119,0.2319292189216317,0.5173911519210966,-0.33321728628807007,0.22461888579487527,1786322153.0725005,6.6287260604236805e-18
