strategy,annual_return,annual_vol,sharpe,max_drawdown,avg_monthly_turnover,final_nav,avg_signal
CMM_top200,0.16702776748609627,0.2750699233995653,0.7009023890252555,-0.46503487941035143,1.1507528053729896,2624110200.4935713,1.8956308118307679
SM_top200,0.010422557788596354,0.31008198744177146,0.1894838454069498,-0.5972324083458159,0.7313005190170798,1065672970.1237552,2.5230724149870336
Universe_CMM,0.1205078159812385,0.23057674862501207,0.6094339924286195,-0.338756473393335,0.22387711447486688,2034704229.4673014,-3.1894098854163433e-18
Universe_SM,0.1208326970462048,0.23067887760522204,0.6105233625988615,-0.3387564733933346,0.22391118420300465,2038396531.9239233,1.792613261477129e-18
